0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,54,0,1,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,1,2,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,73,0,0,0,0,3,1,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0,0,0,2,0,1
0,0,0,0,0,1,0,0,2,0,0,0,3,0,4,0,0,0,2,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,31,3,1,1,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,2,0,2,2,1,0
0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,3,101,0,0,0,1,1,0,0,1,1,0,0,0,1,0,8,0,1,0,2,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,1,0,0,0,0,4,0,0,1,3,0,3,0,0,2,0,0,0,1,0,0,1,0,4,0,6,0,1,0,2,2,0,1,0,57,0,3,1,1,0,0,1,0,2,2,2,3,0,2,1,0,3,1,0,1,3
2,0,1,3,2,1,0,0,1,1,0,1,0,3,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,41,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
1,3,1,0,1,1,1,1,0,0,2,0,0,1,1,0,0,0,2,1,0,1,2,0,0,0,0,0,2,0,2,1,0,0,0,3,1,0,0,0,0,1,0,35,0,3,2,3,1,0,2,0,2,0,0,1,4,0,1,1,2,0,4
0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1
0,1,0,2,1,2,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2,1,2,5,6,4,9,4,4,4,2,2,3,4,3,7,1,0,5,0,2,5,3,0,2,10,0,4,5,1,4,0,2,5,0,2,2,1,2,2,2,5,5,13,5,8,96,6,8,1,3,7,6,0,1,0,3,0,1,1,7,1,1
0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,4,1,1,1,1,2,3,0,0,0,1,1,2,2,0,1,0,2,0,2,0,1,3,0,1,1,0,0,0,2,1,0,3,0,1,0,1,0,0,2,2,1,1,3,0,54,0,0,2,0,1,0,1,4,0,1,1,0,0,0
0,0,2,2,0,3,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,20,0,1,0,0,1,0,0,0,4,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,50,0,0,0,0,2,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,3,2,3,3,0,1,1,0,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,2,0,1,3,0,0,3,1,2,0,0,1,0,0,0,0,65,3,1,1,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2,0,0,3,1,0,0,2,1,1,0,0,1,0,4,1,5,2,0,1,4,9,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,78,2,0,0
1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,2,1,2,2,0,1,0,0,0,0,1,0,1,3,4,0,0,1,0,0,2,0,0,0,3,1,2,2,2,1,1,0,1,3,3,1,0,10,0,0,0,0,2,24,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,0,0,1,0,0,0,2,0,0,1,0,2,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,3,11,1,0,0,1,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,1,1,0,0,3,3,0,0,0,0,1,0,64
