Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Keritot 5:8,Tosefta Keritot 3:6,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:8,Tosefta Keritot 3:4,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 6:1,Tosefta Keritot 4:2,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 6:1,Tosefta Keritot 4:6,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 6:3,Tosefta Keritot 4:4,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 6:6,Tosefta Keritot 4:5,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Ketubot 10:2,Tosefta Ketubot 10:2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 12:3,Tosefta Ketubot 12:7,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 12:4,Tosefta Ketubot 12:8,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 13:5,Tosefta Ketubot 12:10,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 1:3,Tosefta Ketubot 1:2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 1:8,Tosefta Ketubot 1:9,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 1:9,Tosefta Ketubot 1:9,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 2:2,Tosefta Ma'aser Sheni 5:8,mesorat hashas,Mishnah Ketubot,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Ketubot 2:5,Tosefta Ketubot 2:5,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 2:5,Tosefta Eduyot 1:12,mesorat hashas,Mishnah Ketubot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Ketubot 2:7,Tosefta Ketubot 2:7,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 2:8,Tosefta Ketubot 2:8,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 2:9,Tosefta Ketubot 3:2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 3:4,Tosefta Ketubot 3:7,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 3:8,Tosefta Ketubot 3:10,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 4:10,Tosefta Ketubot 4:6,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 4:4,Tosefta Sotah 2:8,mesorat hashas,Mishnah Ketubot,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Ketubot 4:5,Tosefta Ketubot 4:3,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 5:6-7,Tosefta Ketubot 5:5-6,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 5:7,Tosefta Ketubot 5:6,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 5:8,Tosefta Ketubot 5:7,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 5:8,Tosefta Avodah Zarah 7:4,mesorat hashas,Mishnah Ketubot,Tosefta Avodah Zarah,Mishnah,Tanaitic
Mishnah Ketubot 6:1,Tosefta Bava Kamma 9:5,mesorat hashas,Mishnah Ketubot,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Ketubot 6:4,Tosefta Ketubot 6:4,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 6:6,Tosefta Ketubot 6:1,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 6:6,Tosefta Ketubot 6:7,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 7:2-3,Tosefta Ketubot 7:1-2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 7:3-4,Tosefta Ketubot 7:3,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 7:6,Tosefta Ketubot 7:5,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 8:1,Tosefta Ketubot 8:2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 8:1,Tosefta Ketubot 8:1,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 8:2,Tosefta Ketubot 8:2,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:1,Tosefta Nazir 2:1,mesorat hashas,Mishnah Ketubot,Tosefta Nazir,Mishnah,Tanaitic
Mishnah Ketubot 9:1,Tosefta Gittin 7:2,mesorat hashas,Mishnah Ketubot,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Ketubot 9:1,Tosefta Kiddushin 3:9,mesorat hashas,Mishnah Ketubot,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Ketubot 9:1-2,Tosefta Ketubot 9:3-4,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:8,Tosefta Ketubot 9:9,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:8,Tosefta Ketubot 9:6,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:9,Tosefta Ketubot 9:12,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:9,Tosefta Ketubot 9:11,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Ketubot 9:9,Tosefta Ketubot 9:10,mesorat hashas,Mishnah Ketubot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Kiddushin 1:1,Tosefta Kiddushin 1:1,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 1:10,Tosefta Kiddushin 1:11,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 1:5,Tosefta Bava Batra 10:6,mesorat hashas,Mishnah Kiddushin,Tosefta Bava Batra,Mishnah,Tanaitic
Mishnah Kiddushin 1:5,Tosefta Bava Batra 2:5,mesorat hashas,Mishnah Kiddushin,Tosefta Bava Batra,Mishnah,Tanaitic
Mishnah Kiddushin 2:1,Tosefta Kiddushin 2:1,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 2:4,Tosefta Kiddushin 4:2,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 2:6,Tosefta Kiddushin 4:4,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 2:9,Tosefta Uktsin 3:7,mesorat hashas,Mishnah Kiddushin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Kiddushin 3:1,Tosefta Kiddushin 4:3,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:10-11,Tosefta Kiddushin 4:11,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:10-11,Tosefta Kiddushin 4:11,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:11,Tosefta Kiddushin 4:11,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:2,Tosefta Kiddushin 3:6,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:2-3,Tosefta Kiddushin 3:6,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:3,Tosefta Kiddushin 3:5,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:5,Tosefta Kiddushin 4:8,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:5-6,Tosefta Kiddushin 3:1-2,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 3:7,Tosefta Kiddushin 4:9,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:1,Tosefta Kiddushin 5:1,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:11,Tosefta Kiddushin 5:9,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:14,Tosefta Kiddushin 5:13,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:14,Tosefta Kiddushin 5:12,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:14,Tosefta Kiddushin 5:14,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:14,Tosefta Kiddushin 5:10,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:3,Tosefta Kiddushin 5:1-2,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kiddushin 4:6,Tosefta Kiddushin 5:4,mesorat hashas,Mishnah Kiddushin,Tosefta Kiddushin,Mishnah,Tanaitic
Mishnah Kilayim 1:1,Tosefta Kilaim 1:1,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:2,Tosefta Kilaim 1:2,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:3,Tosefta Kilaim 1:2,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:4,Tosefta Kilaim 1:3,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:5,Tosefta Kilaim 1:4,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:6,Tosefta Kilaim 1:5,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:7,Tosefta Kilaim 1:8,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:8,Tosefta Kilaim 1:7,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 1:9,Tosefta Demai 4:17,mesorat hashas,Mishnah Kilayim,Tosefta Demai,Mishnah,Tanaitic
Mishnah Kilayim 2:1,Tosefta Kilaim 1:11,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:10,Tosefta Kilaim 2:7,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:10,Tosefta Kilaim 2:8,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:2,Tosefta Terumot 10:15,mesorat hashas,Mishnah Kilayim,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Kilayim 2:2,Tosefta Kilaim 1:11,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:3,Tosefta Kilaim 1:12,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:4,Tosefta Kilaim 1:13,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:6,Tosefta Kilaim 2:1,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:7,Tosefta Kilaim 2:2,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 2:8,Tosefta Kilaim 2:5,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 3:1,Tosefta Kilaim 2:10,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 3:2,Tosefta Kilaim 2:9,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 3:3,Tosefta Kilaim 2:1,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 3:4,Tosefta Kilaim 2:11,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:1,Tosefta Kilaim 3:2,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:2,Tosefta Kilaim 3:2,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:4,Tosefta Eiruvin 6:9,mesorat hashas,Mishnah Kilayim,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Kilayim 4:4,Tosefta Kilaim 4:3,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:4,Tosefta Kilaim 4:2,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:4,Tosefta Kilaim 4:6,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 4:7,Tosefta Kilaim 2:6,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:1,Tosefta Kilaim 3:6,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:3,Tosefta Kilaim 4:1,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:5,Tosefta Kilaim 3:11,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:7,Tosefta Kilaim 1:14,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:8,Tosefta Kilaim 3:13,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 5:8,Tosefta Kilaim 3:14,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 6:4,Tosefta Kilaim 4:4,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 6:4,Tosefta Kilaim 4:7,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 6:6,Tosefta Kilaim 3:2,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 6:6,Tosefta Kilaim 4:5,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 7:1,Tosefta Kilaim 4:9,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 7:2,Tosefta Kilaim 4:10,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 7:3,Tosefta Keilim Metsia 6:5,mesorat hashas,Mishnah Kilayim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kilayim 7:7,Tosefta Kilaim 4:10,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 7:8,Tosefta Kilaim 4:11,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:1,Tosefta Kilaim 2:16,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:1,Tosefta Kilaim 1:10,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:1,Tosefta Kilaim 5:1,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:1,Tosefta Kilaim 5:14,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:2,Tosefta Kilaim 5:6,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:3,Tosefta Kilaim 1:10,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:3,Tosefta Kilaim 5:7,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:4,Tosefta Kilaim 5:3,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:4,Tosefta Kilaim 5:4,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:4,Tosefta Kilaim 5:2,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:6,Tosefta Kilaim 5:5,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 8:6,Tosefta Kilaim 1:6,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 9:1,Tosefta Kilaim 5:8,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 9:3,Tosefta Kilaim 5:10,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 9:4,Tosefta Kilaim 5:11,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 9:8,Tosefta Kilaim 5:12,,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Kilayim 9:9,Tosefta Kilaim 5:13,mesorat hashas,Mishnah Kilayim,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:1,Tosefta Ma'aser Sheni 1:1,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:1,Tosefta Ma'aser Sheni 1:2,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:2,Tosefta Ma'aser Sheni 1:5,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:2,Tosefta Ma'aser Sheni 1:4,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:3,Tosefta Ma'aser Sheni 1:7,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:4,Tosefta Ma'aser Sheni 1:8,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 1:6,Tosefta Ma'aser Sheni 1:15,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Ma'aser Sheni 1:18,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Shevi'it 6:1,mesorat hashas,Mishnah Maaser Sheni,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Terumot 9:10-11,mesorat hashas,Mishnah Maaser Sheni,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Terumot 9:11,mesorat hashas,Mishnah Maaser Sheni,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Ma'aser Sheni 1:16,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Ma'aser Sheni 1:17,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:1,Tosefta Ma'aser Sheni 4:18,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:3,Tosefta Ma'aser Sheni 2:2,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:3,Tosefta Ma'aser Sheni 2:1,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:4,Tosefta Ma'aser Sheni 2:3,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:5,Tosefta Ma'aser Sheni 2:6,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:6,Tosefta Ma'aser Sheni 2:7,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 2:7,Tosefta Ma'aser Sheni 2:8,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:1,Tosefta Shevi'it 6:16,mesorat hashas,Mishnah Maaser Sheni,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:10,Tosefta Ma'aser Sheni 2:19,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:11,Tosefta Ma'aser Sheni 1:10,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:12,Tosefta Ma'aser Sheni 2:20,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:13,Tosefta Ma'aser Sheni 2:21,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:6,Tosefta Ma'aser Sheni 2:11,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:7,Tosefta Arakhin 5:7,mesorat hashas,Mishnah Maaser Sheni,Tosefta Arakhin,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:7,Tosefta Ma'aser Sheni 2:13,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:7,Tosefta Ma'aser Sheni 2:12,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:8,Tosefta Ma'aser Sheni 2:14,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:8,Tosefta Ma'aser Sheni 2:15,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:8,Tosefta Ma'aser Sheni 2:16,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:8,Tosefta Ma'aser Sheni 2:17,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:9,Tosefta Shekalim 3:12,mesorat hashas,Mishnah Maaser Sheni,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Maaser Sheni 3:9,Tosefta Ma'aser Sheni 2:18,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:1,Tosefta Demai 5:21,mesorat hashas,Mishnah Maaser Sheni,Tosefta Demai,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:1,Tosefta Ma'aser Sheni 3:1,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:10,Tosefta Ma'aser Sheni 5:2,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:10-11,Tosefta Ma'aser Sheni 5:2,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:11,Tosefta Ma'aser Sheni 5:1,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:12,Tosefta Ma'aser Sheni 5:7,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:2,Tosefta Ma'aser Sheni 3:2,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:2,Tosefta Ma'aser Sheni 3:3,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:2,Tosefta Ma'aser Sheni 3:4,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:3,Tosefta Ma'aser Sheni 3:5,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:4,Tosefta Ma'aser Sheni 4:2,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:5,Tosefta Ma'aser Sheni 4:2,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:7,Tosefta Ma'aser Sheni 4:5,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 4:8,Tosefta Ma'aser Sheni 4:18,mesorat hashas,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 5:1,Tosefta Ma'aser Sheni 5:10,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Maaser Sheni 5:10,Tosefta Ma'aser Sheni 5:13,,Mishnah Maaser Sheni,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
